title,author,dateentry,dateupdate,rating,ratingnum,category,cuisine,keyword,preptime,cooktime,customtime,totaltime,yield,maybehasyield,numberofsteps,actualsteps,totalingredients,ingredient1,ingredient2,ingredient3,ingredient4,ingredient5,source,link,ingredient6,ingredient7,ingredient8,ingredient9,ingredient10,ingredient11,ingredient12,ingredient13,ingredient14,ingredient15,ingredient16,ingredient17,ingredient18,ingredient19,ingredient20,ingredient21,ingredient22,ingredient23
Cotton Candy Meringues,Shelly,"Posted: May 8, 2012","Updated: Apr 6, 2023",NA,NA,Dessert,NA,NA,10 minutes,1 hour 30 minutes,NA,1 hour 40 minutes,About 15 meringues 1x,NA,10,"Preheat oven to 170°
Line two cookie sheets with parchment paper. Fit a large piping bag with a star tip.
Place the egg whites in a “spotlessly” clean mixing bowl and whip them with an electric mixer on medium speed until frothy.
Stop the mixer and add cream of tartar. Start mixer again and continue to beat the egg whites until soft peaks form.
Increase speed to high and gradually add in sugar *this is where I added the flavor packet as well
Beat egg whites until they are shiny and hold stiff peaks but are not dry or crumbly, about 7 minutes.
Make sure the sugar is dissolved by rubbing a tiny bit of meringue between fingers. If you feel granules of sugar continue to beat until all sugar has dissolved.
Spoon the meringue into the piping bag and pipe onto prepared baking sheets.
Bake the meringues for 90 minutes turning them halfway through baking.
When meringues are done, turn off oven and let them stand for several hours or overnight. The meringues should be hard and dry to touch and you should be able to easily lift them from parchment.",4,2 egg whites,Pinch of Cream of Tartar,1/2 cup superfine sugar,Duncan Hines Cotton Candy Flavor Packet,NA,Cookies & Cups,https://cookiesandcups.com/cotton-candy-meringues-and-a-sprinkle-bakes-giveaway/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cookie Dough Whoopie Pie Filling,Shelly,"Posted: Apr 29, 2012","Updated: Mar 18, 2022",NA,NA,Dessert,NA,NA,5 minutes,NA,NA,5 minutes,12 whoopie pies 1x,NA,5,"In a mixer, cream together butter and both sugars.
Add in vanilla and milk. Stir until combined.
Slowly add in flour and turn mixer up to medium until mixed well.
Fold in chocolate chips.
Fill ziplock or piping bag with cookie dough and pipe onto whoopie pies.",7,"1 cup butter, room temperature","1 cup light brown sugar, packed",1/4 cup granulated sugar,1/4 cup + 2 Tbsp milk,2 tsp vanilla,Cookies & Cups,https://cookiesandcups.com/chocolate-chip-cookie-dough-whoopie-pies-2/,2 cups flour,1 cup mini chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
S’mores Whoopie Pies,Shelly,"Posted: Apr 25, 2012","Updated: May 6, 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,makes approx 20 whoopie pies,15,"Preheat oven to 375°
Line baking sheets with parchment paper.
Combine graham cracker crumbs, flour, and baking powder in bowl, set aside.
In a small bowl stir milk, vanilla, baking soda and vinegar together, set this aside also.
In mixer beat butter and brown sugar together for 2 minutes at medium speed.
Add eggs and continue to beat until incorporated evenly.
Turn speed to low and slowly add in flour mixture and milk mixture. Turn mixer up to medium and beat for an additional 1 minute.
Drop by heaping tablespoon sized portions onto lined baking sheet. Place the batter at least 2 inches apart, as the cookies spread during baking.
Bake 8-10 minutes until cookies are set.
Let cool on baking sheet for 3 minutes and then transfer to wire rack to finish cooling.
When all cookies are baked, melt chocolate bars in microwave on 50% power in 30 second increments, stirring after each 30 seconds. Continue until melted.
Flip half of the cookies over and spoon a tablespoon sized portion of melted chocolate on the bottom, spreading to the edge of the cookie.
Fill a piping bag or ziplock bag with prepared frosting and pipe frosting on the remaining, non-chocolate cookies. Leave room at the edge for the frosting to spread when sandwiched.
Top your frosting side with the chocolate side.
Store in an airtight container for up to 5 days, refrigerate if desired",12,"1/2 cup butter, room temperature","1 cup light brown sugar, packed",1 1/4 cup flour,1 1/2 cup finely crushed graham crackers (about 9 whole crackers),1 1/2 tsp baking powder,Cookies & Cups,https://cookiesandcups.com/smores-whoopie-pies/,2 eggs,1/2 cup plus 2 Tbsp milk,1 tsp baking soda,1 tsp vinegar,2 tsp vanilla,"6 (full sized, 1.55 oz) Hershey Bars",Marshmallow Buttercream,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White Chocolate Filled Snickerdoodles,Cookies & Cups,"Posted: Apr 17, 2012","Updated: Mar 9, 2023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,makes approx 24 cookies or 12 deep dish cookies,9,"Beat the shortening, butter, eggs, vanilla and sugar together. Set aside.
Mix flour, cream of tartar, baking soda, and salt together. Then mix with the
creamed sugar mixture until incorporated.
Chill dough for at least 1 hour in refrigerator.
Preheat oven to 350°
Mix 2 Tbsp of sugar and 1 tsp cinnamon in a small bowl
Scoop a rounded tablespoon sized ball of dough and form it around 1 white chocolate piece. Roll the dough in the cinnamon sugar mix. Place cookies on ungreased baking sheet 2 inches apart.
Bake for 10 minutes or until edges slightly golden.
Remove from oven and let cool on baking sheet 3 minutes before transferring to wire rack to finish cooling.",12,"1/2 cup shortening, I used butter flavored","1/2 cup butter, room temperature",2 eggs,2 tsp vanilla,1 1/2 cups sugar,Cookies & Cups,https://cookiesandcups.com/white-chocolate-filled-snickerdoodles/,2 3/4 cups flour,2 tsp cream of tartar,1 tsp baking soda,1/2 tsp salt,1 tsp cinnamon,2 tbsp sugar,approx 24 white chocolate pieces (like these Hersheys Bliss),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Creamsicle Cookies,Cookies & Cups,"Posted: Apr 3, 2012","Updated: May 6, 2022",NA,NA,Dessert,NA,NA,12 mins,8 mins,NA,20 mins,24 cookies 1x,NA,9,"Preheat oven to 350°
In your stand mixer combine butter and both sugars. Mix together about 2 minutes on medium speed.
Add in egg and orange juice and mix 30 seconds more.
Turn mixer to low and add in flour, baking soda, salt and zest.
Continue mixing on medium-low until dough comes together.
Turn speed to low and add in your white chocolate chips until incorporated evenly.
Scoop dough onto parchment lined baking sheet, spacing cookies about 2 inches apart.
Bake 8-10 minutes until edges are lightly golden.
Let cool for 3 minutes on baking sheet and then transfer to wire rack to finish cooling.",10,2 1/4 cups flour,1 tsp baking soda,1/2 tsp salt,"1 cup butter (2 sticks), room temp",1/2 cup granulated sugar,Cookies & Cups,https://cookiesandcups.com/creamsicle-cookies/,1/2 cup light brown sugar,1 egg,2 Tbsp Orange zest ( I used about 6 Clementines),1 1/2 Tbsp orange juice,2 cups white chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oreo Cheesecake Frosting filled Sandwiches,Shelly,"Posted: Apr 1, 2012","Updated: May 13, 2022",NA,NA,Dessert,NA,NA,10 minutes,NA,NA,10 minutes,20 cookies 1x,NA,6,"In a mixer, beat butter and cream cheese until smooth, approx 45 seconds.
On low speed add in your powdered sugar
Once all powdered sugar is added, raise speed to medium and beat for 25 seconds.
Turn mixer back down to low and add in crushed Oreos until evenly incorporated.
Transfer filling to a piping bag fitted with a large, open tip, or a ziplock bag with corner cut forming a 1/2 inch hole.
Line 20 of your wafer cookies on a flat surface and squeeze approx 2 Tbsp filling onto each. Top with remaining cookies, forming sandwiches.",5,40 Chocolate Wafer Cookies (I used Nabisco),"8 oz cream cheese, room temp","1/2 cup butter (1 stick), room temp",4 cups powdered sugar,"12 Oreo cookies, crushed",Cookies & Cups,https://cookiesandcups.com/oreo-cheesecake-frosting-filled-sandwiches/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Strawberry Mousse Sugar Cookie Cups,Shelly,"Posted: Mar 29, 2012","Updated: May 6, 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,makes approx 30 cookie cups,8,"With your electric mixer beat the cream cheese and powdered sugar together until smooth, about 30 seconds. Carefully stir in your Cool Whip. When combined fold in your chopped strawberries.
Place bowl in refrigerator to chill for 2 hours.
Meanwhile, preheat oven to 350 ° and spray mini muffin pan with cooking spray. Place 1 1/2 teaspoons of cookie dough into each muffin tin.
Bake for 8 minutes until they are just starting to golden.
Remove from oven and immediately sprinkle 4-5 white chocolate chips in each cup. The heat from the cookies will melt them. As soon as the chips are soft spread carefully in the bottom of the cookie cup.
Release the cookies from the muffin tin by loosening with a knife. Let cool on a wire rack until ready to fill.
When ready to fill the cups, use either a spoon or a piping bag (or ziplock) and fill each with about one teaspoon of mousse.
Garnish with a strawberry slice, if desired.",6,"4 oz cream cheese, room temp","1 cup Cool Whip, thawed",1 cup powdered sugar,"2/3 cup chopped strawberries, plus more for garnish *optional",1/3 cup white chocolate chips,Cookies & Cups,https://cookiesandcups.com/strawberry-mousse-sugar-cookie-cups/,1 (16.5 oz) tube sugar cookie dough,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Cookie Mousse Bomb,Cookies & Cups,"Posted: Mar 25, 2012","Updated: May 6, 2022",5,1,Dessert,NA,NA,20 mins,NA,NA,2 hrs 35 mins,makes 15 1x,NA,8,"With your mixer combine softened cream cheese and powdered sugar on medium speed until smooth. Fold in Cool Whip.
When Cool Whip is incorporated, gently fold in 10 chopped Chocolate Chip cookies.
Chill Cream Cheese mixture for 2 hours in refrigerator.
When ready to assemble, melt semi sweet chocolate chips with 1 Tbsp of vegetable shortening in microwave on 50% power for 30 seconds. Remove and stir, repeat until chocolate is melted.
Lay 15 remaining cookies out on a flat surface.
Using a small ice cream scoop, or cookie scoop, scoop approx 1/4 cup of mousse onto top of each cookie (pressing mousse gently into the cookie to help it stick), dipping each into the chocolate before moving onto the next. Transfer to a wire rack. Continue until you run out of mousse. Approximately 15 cookies.
Garnish with mini chocolate chips, if desired and transfer back into the refrigerator to set, approx 15 minutes.
Remove from refrigerator when ready to serve.",7,"4 oz cream cheese, room temperature","1 cup Cool Whip, thawed",1 cup powdered sugar,"25 Chocolate Chip Cookies, approx (I used Chips Ahoy), 10 cookies chopped for mousse, 15 cookies for assembly",2 cups semi sweet chocolate chips,Cookies & Cups,https://cookiesandcups.com/chocolate-chip-cookie-mousse-bomb/,1 Tbsp vegetable shortening,optional ~ mini chocolate chips for garnish,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cookie Sticks,Shelly,"Posted: Mar 20, 2012","Updated: May 5, 2022",5,1,Dessert,NA,NA,20 minutes,10 minutes,NA,30 minutes,NA,"These Cookie Sticks are a fantastically easy way to make a quick batch of cookies! Plus, they are perfect for dunking into milk or a milk alternative!",8,"Preheat oven to 375°
In a bowl stir together oil, both sugars, egg and vanilla. Add in flour, baking soda and salt to mixture and stir until just combined.
Divide dough in half.
On a parchment lined baking sheet shape each half into a 15″x3″ rectangle, about 3 inches apart.
Press candies or chocolate chips into top of dough.
Bake for 8-9 minutes.
Let cool for 5 minutes and then cut into strips.
Don’t remove from baking sheet until completely cooled.",9,1/2 cup canola oil,1/2 cup granulated sugar,1/2 cup packed dark brown sugar,1 egg,2 tsp vanilla,Cookies & Cups,https://cookiesandcups.com/cookie-sticks/,1 1/2 cups flour,1/2 tsp baking soda,1/2 tsp salt,1 cup candy coated chocolates (M&Ms) or chocolate chips,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cake Mix Carrot Cake Cookies,Shelly,"Posted: Mar 6, 2012","Updated: Jun 30, 2020",NA,NA,Dessert,NA,NA,15 minutes,10 minutes,NA,25 minutes,24 cookies 1x,NA,10,"Preheat oven to 350°
Line baking sheet with parchment paper.
In the cake mix box there is a pouch of dehydrated carrots and raisins…soak these in 1 cup of hot water for 5 minutes to plump. Then drain thoroughly.
Meanwhile in stand mixer combine cake mix, eggs and butter, mixing until incorporated. Add carrots, raisins and oats. Stir until evenly mixed. Batter will be very thick.
Spoon batter by the tablespoon onto lined cookie sheet. Press down with a spoon to flatten. The cookies spread only slightly.
Bake 10-12 minutes until just set.
Let cool on baking sheet for 3-4 minutes and then transfer to wore rack to continue cooling.
Frost if desired.
Cream butter and cream cheese with mixer.
Over low speed add in your powdered sugar and mix until creamy and smooth.",7,1 box Carrot Cake mix (I used Duncan Hines Decadent Carrot Cake),2 eggs,"1/2 cup butter, room temperature",1 cup Quick Oats,1 8 oz. container White Chocolate Cream Cheese,Cookies & Cups,https://cookiesandcups.com/cake-mix-carrot-cake-cookies/,"1/2 cup butter, room temperature",4 cups powdered sugar,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Magic Bars,Shelly,"Posted: Feb 28, 2012","Updated: Jul 14, 2021",NA,NA,Dessert,NA,NA,10 minutes,23 minutes,NA,33 minutes,About 16 bars 1x,NA,8,"Preheat oven to 350°
Spray a 9×13 baking dish with cooking spray
On a floured surface roll your cookie dough out. I used the break apart cookie dough, so it was fairly easy.
Place in prepared baking dish and press evenly to edges of pan.
Bake crust for 8 minutes.
Remove from oven and sprinkle chocolate chips, butterscotch chips, toffee bits and flaked coconut evenly on top.
Drizzle the sweetened condensed milk over top of everything and bake for 14-17 minutes until lightly browned.
Remove from oven and let cool completely before cutting and serving.",6,1 (16.5 oz) package refrigerated cookie dough,1 cup semi-sweet chocolate chips,1 cup toffee bits,1 cup butterscotch chips,1 cup sweetened flaked coconut,Cookies & Cups,https://cookiesandcups.com/chocolate-chip-magic-bars/,1 (14 oz) can sweetened condensed milk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chocolate Chip Cream Cheese Breakfast Cookies,Cookies & Cups,"Posted: Feb 15, 2012","Updated: May 5, 2022",4.7,3,Cookies,NA,NA,2 hours,14 minutes,NA,2 hours 14 minutes,15 cookies 1x,NA,11,"With your hand mixer, beat sugar, cream cheese and vanilla together until smooth in a medium sized bowl.
Unroll the crescent roll sheet. Stretch dough out slightly. It should be in the shape of a rectangle.
Spread the cream cheese mixture over the top of the crescent sheet, leaving a gap at the edge about 1/2 inch.
Sprinkle your chocolate chips on top of cream cheese.
Roll the crescent sheet up tightly and wrap in cling wrap.
Refrigerate for at least 2 hours, or overnight.
When chilled preheat oven to 350°.
Line a cookie sheet with parchment paper to prevent sticking.
Slice the crescent roll into 1/4″ slices. Bake on prepared cookie sheet for 12 -14 minutes until crescent roll appears golden brown.
Transfer to wire rack.
Eat warm or room temperature.",5,1 can seamless crescent rolls,"1 (8 oz) block cream cheese, room temperature",1/4 cup sugar,2 tsp vanilla,1/2 cup mini chocolate chips,Cookies & Cups,https://cookiesandcups.com/chocolate-chip-cream-cheese-breakfast-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pourable Cookie Frosting,Shelly,"Posted: Feb 6, 2012","Updated: May 5, 2022",4.3,3,Dessert,NA,NA,5 minutes,NA,NA,10 minutes,12 cookies 1x,NA,6,"In a bowl combine milk and powdered sugar. Consistency should be that of thick syrup.
Stir until there are no lumps.
Add food coloring, if desired.
Let icing rest for 5 minutes to allow for air bubbles to rise to the top.
Give the icing a gentle stir to break up any air bubbles that formed.
Pour over cookie or cake and allow to set up for 6 hours to overnight until completely dry.",3,4 cups powdered sugar,1/4 cup + 2 Tbsp milk,Food coloring (optional),NA,NA,Cookies & Cups,https://cookiesandcups.com/glass-topper-valentines-cookies/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rolo Cake Mix Bars,Shelly,"Posted: Jan 26, 2012","Updated: May 5, 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Preheat oven to 350°
Spray a 9×13 pan with cooking spray.
With your mixer, beat cake mix, evaporated milk and butter until combined. Mixture will be thick and sticky.
Divide batter in half and press 1 half into the bottom of the pan.
Bake until just set, approximately 8-9 minutes.
Remove base from oven and place Rolo candies, caramel-side down on top.
Drop remaining batter on top of Rolos in teaspoon sized amounts.
Bake for 20-24 minutes longer until top begins to golden.
Cool completely before cutting into squares.",4,"1 box (18.25 oz) yellow, vanilla or white cake mix ( I used Duncan Hines), dry",5 oz evaporated milk,"1/4 cup butter, melted","40 Rolo Candies, unwrapped and cut in half",NA,Cookies & Cups,https://cookiesandcups.com/rolo-cake-mix-bars/,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
White Chocolate Reese’s Peanut Butter Blossoms,Shelly,"Posted: Jan 12, 2012","Updated: May 5, 2022",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"Cream butter and sugars together on medium speed. Add peanut butter, mix. Add eggs and vanilla, mix until combined.
Slowly add dry ingredients. Stir until just combined.
Chill dough for at least 2 hrs.
Preheat to 350
When dough is chilled remove it from fridge and roll into tablespoon-sized balls. Roll each ball in reserved granulated sugar.
Place each rolled cookie on baking sheet.
Bake 9-10 minutes until bottoms gets slightly golden and tops JUST start to crack.
As soon as they come out of the oven, quickly press peanut butter cup into cookie.
Transfer to wire cooling rack until peanut butter cup sets, approx 30 minutes.",10,1 cup room temp butter (I use salted),1 cup packed light brown sugar,1/2 cup granulated sugar,2 eggs,1 1/2 cups creamy peanut butter,Cookies & Cups,https://cookiesandcups.com/white-chocolate-reeses-peanut-butter-blossoms/,2 1/2 cups AP flour,1 teaspoon baking soda,2 teaspoons vanilla,reserve 1/2 cups granulated sugar,"approx 30 small Reese’s cups, unwrapped (12 oz bag)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
